mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,rank_train_score
0.04407868385314941,0.0073097769462561095,9.195467758178712,0.1234820167619763,5,2,distance,"OrderedDict([('n_neighbors', 5), ('p', 2), ('weights', 'distance')])",0.9506923712231652,0.9525828156138881,0.9547655018474638,0.9540922064848545,0.9522523539483574,0.9528770498235458,0.0014347470893320588,12,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.04106197357177734,0.0005334034515133827,54.2430992603302,0.10210081865699742,13,1,distance,"OrderedDict([('n_neighbors', 13), ('p', 1), ('weights', 'distance')])",0.9478873058017443,0.9511795517019355,0.9542747237937923,0.9536063239986612,0.9486826894509005,0.9511261189494068,0.0025506172951315063,14,0.999854412343566,0.9996464299802903,0.9996048417285426,0.9996048417271751,0.9996256395318177,0.9996672330622782,9.485170590034405e-05,1
0.054044246673583984,0.013300840687174777,58.04980525970459,0.3100816514416382,15,1,distance,"OrderedDict([('n_neighbors', 15), ('p', 1), ('weights', 'distance')])",0.945052383303165,0.9485082100155953,0.9524402351943189,0.952188989078754,0.9463454093360463,0.9489070453855758,0.002994463334287822,15,0.999854412343566,0.9996464299802903,0.9996048417285426,0.9996048417271751,0.9996256395318177,0.9996672330622782,9.485170590034405e-05,1
0.04046821594238281,0.0014857808869979101,9.951092147827149,0.13003559959764777,3,2,uniform,"OrderedDict([('n_neighbors', 3), ('p', 2), ('weights', 'uniform')])",0.9481862123164364,0.9490695076175637,0.951337353467111,0.9493375186780881,0.9456449170967496,0.9487151018351897,0.0018490520953837659,16,0.9724688341463625,0.973259496376538,0.9728439467697902,0.973364921473618,0.9727186084929338,0.9729311614518485,0.0003354052109804271,31
0.03621687889099121,0.0037578856135680834,9.523922348022461,0.08103476231016928,7,2,distance,"OrderedDict([('n_neighbors', 7), ('p', 2), ('weights', 'distance')])",0.9475954732140394,0.9475627240429222,0.9500817327233351,0.9503237163023712,0.9474015110524185,0.9485930314670172,0.0013181713230473221,17,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.03677353858947754,0.004115928050357242,58.90388298034668,0.24108796278991027,17,1,distance,"OrderedDict([('n_neighbors', 17), ('p', 1), ('weights', 'distance')])",0.9437181806918926,0.9470900033849683,0.951521510145249,0.949768426253456,0.9455938490646278,0.9475383939080387,0.0028076537160685654,18,0.999854412343566,0.9996464299802903,0.9996048417285426,0.9996048417271751,0.9996256395318177,0.9996672330622782,9.485170590034405e-05,1
0.03645586967468262,0.003461561746995379,53.588975524902345,0.27139196782970315,5,1,uniform,"OrderedDict([('n_neighbors', 5), ('p', 1), ('weights', 'uniform')])",0.9471960300256181,0.9473286654580818,0.9510940310054614,0.9480042954854062,0.9433182496373689,0.9473882543223873,0.002478617626357039,19,0.9650722435573635,0.9640728621514181,0.9641139009277264,0.9638241333696218,0.9645520129909615,0.9643270305994183,0.0004402024329431427,32
0.04509892463684082,0.005354390649661396,55.88992319107056,0.35646310596003045,19,1,distance,"OrderedDict([('n_neighbors', 19), ('p', 1), ('weights', 'distance')])",0.9427157338818288,0.9460049858136383,0.9490183949435216,0.9479319632768729,0.9447578278893218,0.9460857811610367,0.0022421337358047807,20,0.999854412343566,0.9996464299802903,0.9996048417285426,0.9996048417271751,0.9996256395318177,0.9996672330622782,9.485170590034405e-05,1
0.04449729919433594,0.003421645291940522,9.575786066055297,0.12570976777140155,9,2,distance,"OrderedDict([('n_neighbors', 9), ('p', 2), ('weights', 'distance')])",0.9440835027279296,0.9437098950757453,0.9471549120784742,0.9456449170967496,0.9417116741326013,0.9444609802222999,0.001839797679060261,21,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.03772482872009277,0.0025325008157132877,56.19309368133545,0.17271699287770095,23,1,distance,"OrderedDict([('n_neighbors', 23), ('p', 1), ('weights', 'distance')])",0.9396291839661994,0.9427477682853691,0.9453428460426576,0.9454347034024991,0.9409139593757454,0.9428136922144942,0.0023246824445790418,22,0.999854412343566,0.9996464299802903,0.9996048417285426,0.9996048417271751,0.9996256395318177,0.9996672330622782,9.485170590034405e-05,1
0.036144256591796875,0.002982887729133886,9.747567415237427,0.1294463451315279,11,2,distance,"OrderedDict([('n_neighbors', 11), ('p', 2), ('weights', 'distance')])",0.941907752600337,0.9407827056090546,0.9452358271505248,0.9431378098147424,0.9401180088124297,0.9422364207974177,0.0018175764414408168,23,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.03407135009765625,0.005054387291130646,60.367043256759644,0.2490290479223515,25,1,distance,"OrderedDict([('n_neighbors', 25), ('p', 1), ('weights', 'distance')])",0.9388768380146366,0.941496479698332,0.944677005592327,0.9440174794009824,0.9390754427921991,0.9416286490996955,0.002412790208935045,24,0.999854412343566,0.9996464299802903,0.9996048417285426,0.9996048417271751,0.9996256395318177,0.9996672330622782,9.485170590034405e-05,1
0.03679533004760742,0.0024963259496292496,56.321853971481325,0.15709800336663438,27,1,distance,"OrderedDict([('n_neighbors', 27), ('p', 1), ('weights', 'distance')])",0.9386279991924187,0.9392397920053743,0.943097216208156,0.9415131635930194,0.9384086897721411,0.940177372154222,0.0018285337593942316,25,0.999854412343566,0.9996464299802903,0.9996048417285426,0.9996048417271751,0.9996256395318177,0.9996672330622782,9.485170590034405e-05,1
0.040245771408081055,0.002656863308960392,9.159603023529053,0.07548481151957351,13,2,distance,"OrderedDict([('n_neighbors', 13), ('p', 2), ('weights', 'distance')])",0.9385629484402379,0.9374346015234181,0.9414712046767102,0.9403784198197969,0.9382002958827306,0.9392094940685787,0.0014878486523506355,26,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.06346015930175782,0.014736573189771235,62.46921496391296,0.33613281676542084,29,1,distance,"OrderedDict([('n_neighbors', 29), ('p', 1), ('weights', 'distance')])",0.9364573866755284,0.9383216178099991,0.9418442016618136,0.9405978259976797,0.9379077467167202,0.9390257557723481,0.0019368694515224732,27,0.999854412343566,0.9996464299802903,0.9996048417285426,0.9996048417271751,0.9996256395318177,0.9996672330622782,9.485170590034405e-05,1
0.034966468811035156,0.0028009895767701506,56.72227010726929,0.12475611074313844,7,1,uniform,"OrderedDict([('n_neighbors', 7), ('p', 1), ('weights', 'uniform')])",0.9401705620586276,0.9368695945756244,0.9418161395669225,0.9393034715165884,0.933603789123538,0.93835271136826,0.002862018825459493,28,0.9546400394827599,0.9529930840164994,0.9522619796795722,0.9522615238250975,0.9526350675847362,0.9529583389177331,0.0008836623596073439,34
0.037929868698120116,0.0022389368004074785,9.654539728164673,0.13972895177948003,15,2,distance,"OrderedDict([('n_neighbors', 15), ('p', 2), ('weights', 'distance')])",0.9352215279548077,0.9353369226204806,0.9402983583699547,0.9387925962925963,0.935438860278415,0.9370176531032509,0.002119290336915532,29,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.04024052619934082,0.005454773505647899,9.077239847183227,0.06804540098433792,5,2,uniform,"OrderedDict([('n_neighbors', 5), ('p', 2), ('weights', 'uniform')])",0.9361905295133472,0.934328445839365,0.9393618127335502,0.9375257616594949,0.9350788088150352,0.9364970717121587,0.0017929484135665028,30,0.9550444442289264,0.9549220019105494,0.9545476193605767,0.9550504951656118,0.9553605286060138,0.9549850178543358,0.00026234158969888746,33
0.036557912826538086,0.0027716854763547762,9.42130708694458,0.07398452159835286,17,2,distance,"OrderedDict([('n_neighbors', 17), ('p', 2), ('weights', 'distance')])",0.9337167053403228,0.9330761432567469,0.9392110042638209,0.9363623077063935,0.9330952422197585,0.9350922805574087,0.002388389953250745,31,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.04233970642089844,0.0056040315989146225,9.633954334259034,0.0425283240629078,21,2,distance,"OrderedDict([('n_neighbors', 21), ('p', 2), ('weights', 'distance')])",0.9303682050574463,0.9304808353124863,0.9358597261652506,0.9318373131826605,0.9289865805032382,0.9315065320442164,0.002356171177997311,32,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.0434842586517334,0.007563220859963369,58.48338894844055,0.08394415941074156,9,1,uniform,"OrderedDict([('n_neighbors', 9), ('p', 1), ('weights', 'uniform')])",0.9326438055674832,0.9305014012824827,0.934140313660172,0.9330338789643731,0.9264845170871976,0.9313607833123416,0.0027087891720940587,33,0.94511482910354,0.9438009689235454,0.9431325532582215,0.943443981723209,0.9437999935203021,0.9438584653057636,0.0006758579313732345,35
0.03551888465881348,0.0029268728669257344,8.549166679382324,0.12761218248778153,7,2,uniform,"OrderedDict([('n_neighbors', 7), ('p', 2), ('weights', 'uniform')])",0.9273782851762922,0.9250936491159956,0.9302940099304384,0.9277054164278915,0.9247540882338046,0.9270450897768845,0.002007951261746696,34,0.9422187932985833,0.9421643388084489,0.9422001281463555,0.9424997196967614,0.9431836008912204,0.9424533161682739,0.00038420883107173766,36
0.03849668502807617,0.0016343943336857164,9.779230785369872,0.11841530499626296,27,2,distance,"OrderedDict([('n_neighbors', 27), ('p', 2), ('weights', 'distance')])",0.9255034912254522,0.9264593610842946,0.9303305898786167,0.9273320682767409,0.9253080044159363,0.9269867029762082,0.001821916146902375,35,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.04098610877990723,0.0032493350167095117,56.91410970687866,0.17882503344593217,11,1,uniform,"OrderedDict([('n_neighbors', 11), ('p', 1), ('weights', 'uniform')])",0.9273767256781998,0.9260611352009278,0.9290297607416758,0.9275153065691553,0.9218885384535404,0.9263742933286998,0.002432215197082795,36,0.9377997864942508,0.9371959103690177,0.9365910018338469,0.9357523633934429,0.9372031916573509,0.9369084507495818,0.0006930074219470999,37
0.0399378776550293,0.0021275578900637514,10.004359722137451,0.13802567786966888,29,2,distance,"OrderedDict([('n_neighbors', 29), ('p', 2), ('weights', 'distance')])",0.9243288195457088,0.9248681865113988,0.929324242826561,0.9262388798257025,0.9229567006207701,0.9255433658660281,0.0021633583741458655,37,0.999854412343566,0.9996464299821257,0.9996048417203381,0.9996048417203381,0.9996256395221019,0.9996672330576939,9.485170865071141e-05,13
0.038665390014648436,0.002394783853346967,9.15755066871643,0.03171232970951858,9,2,uniform,"OrderedDict([('n_neighbors', 9), ('p', 2), ('weights', 'uniform')])",0.9204798340776252,0.9185256620381919,0.9235911725131639,0.9219924693175763,0.916525196172546,0.9202228668238206,0.002493843647944083,38,0.9333535220982185,0.9337211456445981,0.9326300367521971,0.9328201756001635,0.9343938734660444,0.9333837507122442,0.0006357355940570748,38
0.03892173767089844,0.0015292478013465315,59.22975196838379,0.16411527286788682,15,1,uniform,"OrderedDict([('n_neighbors', 15), ('p', 1), ('weights', 'uniform')])",0.9159209125473596,0.9145150014925407,0.9191457319637886,0.9183157454984021,0.9121932004018283,0.916018118380784,0.002528235115479628,39,0.9266587383829524,0.9256863612542807,0.9254678011425841,0.9239388415735366,0.9255222026629919,0.9254547890032692,0.0008724597805375243,40
0.03822546005249024,0.0024304701453419265,9.259462976455689,0.09547007220228508,11,2,uniform,"OrderedDict([('n_neighbors', 11), ('p', 2), ('weights', 'uniform')])",0.9159601966954278,0.9127929727201887,0.917654566558193,0.9156970107394701,0.9117456507697239,0.9147700794966006,0.0021749467310137405,40,0.9267499343705423,0.9262799739059848,0.925398390367013,0.9254378843279395,0.927297062608023,0.9262326491159005,0.0007389774666276225,39
0.03932504653930664,0.0021942845056372134,9.906005573272704,0.1575333308578528,13,2,uniform,"OrderedDict([('n_neighbors', 13), ('p', 2), ('weights', 'uniform')])",0.911006945910734,0.909678677191831,0.9128581752667915,0.9103116511329581,0.9076515547938199,0.910301400859227,0.001699674274399826,41,0.9206864180653407,0.9203454517713298,0.9204680336239415,0.919062035793869,0.9202368138584038,0.920159750622577,0.0005688266007013209,41
0.04096188545227051,0.002096665177169929,9.528208303451539,0.06576059653606502,13,2,uniform,"OrderedDict([('n_neighbors', 13), ('p', 2), ('weights', 'uniform')])",0.911006945910734,0.909678677191831,0.9128581752667915,0.9103116511329581,0.9076515547938199,0.910301400859227,0.001699674274399826,41,0.9206864180653407,0.9203454517713298,0.9204680336239415,0.919062035793869,0.9202368138584038,0.920159750622577,0.0005688266007013209,41
0.03544182777404785,0.004770514110352657,54.29141254425049,0.09259185093118397,19,1,uniform,"OrderedDict([('n_neighbors', 19), ('p', 1), ('weights', 'uniform')])",0.909157437592891,0.9092619297368885,0.9106098854575235,0.9109652814691882,0.9045839606121575,0.9089156989737297,0.0022809351933813127,43,0.9170360504889535,0.9174717884044452,0.9165095319740736,0.9170790744473447,0.9176597653012549,0.9171512421232144,0.0003978982137607009,43
0.037756156921386716,0.001507916986629879,54.06378622055054,0.25285480773223074,23,1,uniform,"OrderedDict([('n_neighbors', 23), ('p', 1), ('weights', 'uniform')])",0.902199227790651,0.9038984324837565,0.9072677904531854,0.905104840801298,0.8982316145736411,0.9033403812205064,0.003041414470544548,44,0.9106128154627777,0.9111127626800111,0.9102229335761473,0.9102097905617526,0.9118527149858386,0.9108022034533054,0.0006200638594361543,45
0.03435406684875488,0.003332707196675631,9.672192907333374,0.20358618959147923,17,2,uniform,"OrderedDict([('n_neighbors', 17), ('p', 2), ('weights', 'uniform')])",0.9002037743178779,0.901865785215074,0.9072491947234689,0.9022646982257068,0.9002056426226266,0.9023578190209507,0.002586429849973004,45,0.9107443824008644,0.9117423579712867,0.9107629215946323,0.910618423385739,0.9122221920670245,0.9112180554839094,0.0006440892912859392,44
0.03342790603637695,0.004508500037147974,9.798717069625855,0.07649478809612253,19,2,uniform,"OrderedDict([('n_neighbors', 19), ('p', 2), ('weights', 'uniform')])",0.8970300397883259,0.8996132397062024,0.9037919016347016,0.899174820622251,0.8961675374387191,0.8991555078380401,0.002651475831383752,46,0.9076728264729326,0.908166463046004,0.9066906973667606,0.907638942536783,0.9086554138503361,0.9077648686545633,0.0006530730291214023,46
0.036031341552734374,0.0034667336625436025,56.060667514801025,0.26127367239023586,27,1,uniform,"OrderedDict([('n_neighbors', 27), ('p', 1), ('weights', 'uniform')])",0.8976834460931453,0.896267267965813,0.9031619896724643,0.9005097778149104,0.8945242765405352,0.8984293516173736,0.0030726740226406707,47,0.9052883256710802,0.9047103956279786,0.903907672775903,0.9050154248056481,0.9064037269157559,0.9050651091592732,0.0008135935490085582,47
0.035674095153808594,0.0022812989068489676,60.14162392616272,0.11588869398016953,29,1,uniform,"OrderedDict([('n_neighbors', 29), ('p', 1), ('weights', 'uniform')])",0.8963402692166589,0.8952694260419273,0.9010817010480623,0.8986925142424818,0.8921679824403133,0.8967103785978885,0.003029323678708507,48,0.9021283524711516,0.9019473957586837,0.9013068269012312,0.9021700298998718,0.9039124825340163,0.902293017512991,0.0008668256806397677,48
0.02900218963623047,0.002300411067537858,9.900469398498535,0.0770266704195706,23,2,uniform,"OrderedDict([('n_neighbors', 23), ('p', 2), ('weights', 'uniform')])",0.8932652905065085,0.8958732294524288,0.8992712859170164,0.8948274662875553,0.8917686146824125,0.8950011773691843,0.00254900930206072,49,0.9021335516238125,0.901925252418432,0.9010757034661878,0.9007067724286459,0.901514161894531,0.9014710883663218,0.0005267800213421194,49
0.03390970230102539,0.0032084711360357105,9.662622499465943,0.14878287672801324,25,2,uniform,"OrderedDict([('n_neighbors', 25), ('p', 2), ('weights', 'uniform')])",0.8885251430500061,0.892787852194836,0.8949946722235051,0.8917150074565541,0.8889221048529636,0.8913889559555731,0.0024228573542362554,50,0.8990310326244065,0.8982387314203941,0.8975589885908186,0.8977155689052252,0.8991250548133509,0.8983338752708392,0.0006486598376702082,50
